genome_a,genome_b,edge,Phylogenetic distance (GTDB),Functional distance (KO jaccard),category
MarDB_Alteromonas_sp_W12,MAGsDB_TARA_RED_MAG_00009,0,2.15617084,0.708433735,unlinked
MAGsDB_DAZE01,MarDB_Prochlorococcus_sp_AG-679-M23,0,3.509159977,0.786276715,unlinked
MAGsDB_TARA_IOS_MAG_00005,MAGsDB_PBNV01,0,2.124138718,0.618666667,unlinked
MAGsDB_PBKX01,MAGsDB_DEAY01,0,2.268338627,0.692697769,unlinked
MAGsDB_NZIV01,MAGsDB_PABA01,0,1.774678227,0.625378788,unlinked
MAGsDB_PAHI01,MAGsDB_DEAP01,0,2.452721921,0.682645631,unlinked
MAGsDB_PASN01,MAGsDB_DCCG01,0,2.084582227,0.586145011,unlinked
MAGsDB_TARA_MED_MAG_00035,MAGsDB_NZIR01,0,2.9906775,0.613375796,unlinked
MarDB_Hyphomonas_sp_22II1-22F38,MarRef_Prochlorococcus_marinus_bv_HNLC1,0,3.458548287,0.644993498,unlinked
MAGsDB_DJYW01,MAGsDB_TARA_ION_MAG_00041,0,2.456613314,0.630969609,unlinked
MAGsDB_DBSX01,MarDB_Oceanicaulis_sp_HTCC2633,0,2.488687714,0.586712683,unlinked
MAGsDB_DCWH01,MarDB_Pelagibacteraceae_bacterium_AG-337-G04,0,2.307361209,0.644221106,unlinked
MarDB_Prochlorococcus_sp_AG-347-I06,MarDB_Mesonia_mobilis,0,3.253488227,0.652235966,unlinked
MarDB_Zunongwangia_mangrovi_strain_DSM_24499,MAGsDB_PBJB01,0,2.753781424,0.609577922,unlinked
MAGsDB_NZDS01,MAGsDB_TARA_PSE_MAG_00058,0,2.238830814,0.671005917,unlinked
MAGsDB_PBSH01,MAGsDB_PAAR01,0,2.003412227,0.626614987,unlinked
MAGsDB_PBKS01,MAGsDB_DEAP01,0,1.755372227,0.533432392,unlinked
MAGsDB_PAST01,MAGsDB_PBDP01,0,2.833325917,0.703860072,unlinked
MAGsDB_PBFL01,MAGsDB_NZUZ01,0,2.89897634,0.664491572,unlinked
MAGsDB_NZQZ01,MAGsDB_PAQL01,0,2.386214016,0.650436047,unlinked
MAGsDB_PAAY01,MarDB_Spongiibacter_tropicus,0,2.185778141,0.609619687,unlinked
MarDB_Prochlorococcus_sp_AG-402-L18,MAGsDB_TARA_ANE_MAG_00014,0,2.868603514,0.624183007,unlinked
MAGsDB_DEWY01,MAGsDB_DLQI01,0,0.958072227,0.492385787,unlinked
MAGsDB_NZYO01,MarDB_Alcanivorax_sp_P2S70,0,1.189022727,0.598190045,unlinked
MAGsDB_DCXM01,MAGsDB_PBXC01,0,1.757892727,0.608304498,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-345-O09,MarDB_Prochlorococcus_sp_AG-347-O22,0,3.522258237,0.689869484,unlinked
MarDB_Synechococcus_sp_WH8016,MAGsDB_DKQR01,0,2.300225303,0.688608777,unlinked
MarDB_GCA_003331925.1_ASM333192v1,MAGsDB_DIHQ01,0,3.235795716,0.654216186,unlinked
MarDB_GCF_003576595.1_ASM357659v1,MAGsDB_TARA_RED_MAG_00031,0,2.28893827,0.712322695,unlinked
MarDB_Vibrio_sp_10N_286_48_B8,MAGsDB_TARA_PSE_MAG_00053,0,2.631676824,0.748364888,unlinked
MAGsDB_PAHO01,MarRef_Chromohalobacter_salexigens_DSM_3043,0,2.539219327,0.694721299,unlinked
MAGsDB_TARA_RED_MAG_00042,MAGsDB_NYTS01,0,2.007565634,0.708574181,unlinked
MarDB_GCF_003386165.1_ASM338616v1,MarRef_alpha_proteobacterium_HIMB59,0,3.074695234,0.639814815,unlinked
MarDB_Ornithinimicrobium_sp_CNJ-824,MarDB_Marine_group_II_euryarchaeote_REDSEA-S11_B3N4,0,2.881426297,0.804389313,unlinked
MAGsDB_PCCK01,MAGsDB_TARA_PSW_MAG_00060,0,1.139402227,0.4432,unlinked
MarDB_Synechococcus_sp_AG-673-F03,MarDB_Prochlorococcus_sp_AG-355-O17,0,0.929262657,0.376927822,unlinked
MAGsDB_DCQX01,MAGsDB_DAXQ01,0,2.216166304,0.834029228,unlinked
MarDB_Hyphomonas_sp_22II1-22F38,MAGsDB_TARA_PON_MAG_00006,0,2.350132034,0.574152542,unlinked
MAGsDB_DBIA01,MAGsDB_PAZC01,0,1.80414976,0.647627821,unlinked
MAGsDB_DDZT01,MarDB_Rhodobacteraceae_bacterium_Water-Bin34_strain_Water_Bin34,0,2.689012178,0.651821862,unlinked
MAGsDB_DDDN01,MAGsDB_TARA_MED_MAG_00005,0,2.226621396,0.651790348,unlinked
MAGsDB_TARA_PSW_MAG_00039,MAGsDB_DJZA01,0,1.895356524,0.808767471,unlinked
MarDB_Rhodobacteraceae_bacterium_Water-Bin34_strain_Water_Bin34,MAGsDB_TARA_MED_MAG_00083,0,1.065168114,0.499745806,unlinked
MAGsDB_DAPT01,MarDB_Prochlorococcus_sp_AG-355-G23,0,3.358276527,0.788228505,unlinked
MAGsDB_DCXP01,MAGsDB_NYWG01,0,2.240363627,0.644899701,unlinked
MAGsDB_TARA_ANW_MAG_00012,MAGsDB_NZPQ01,0,1.518450034,0.531929348,unlinked
MAGsDB_TARA_ANW_MAG_00004,MAGsDB_PABC01,0,2.287887349,0.657263752,unlinked
MAGsDB_PACZ01,MAGsDB_PABA01,0,2.267252237,0.561937716,unlinked
MarDB_Prochlorococcus_sp_AG-363-A16,MAGsDB_NYWV01,0,2.562389427,0.660842754,unlinked
MAGsDB_PCBC01,MAGsDB_TARA_PSW_MAG_00090,0,2.6325128,0.715985848,unlinked
MAGsDB_DLRL01,MarRef_Prochlorococcus_marinus_str_MIT_9303,0,2.030602772,0.643305945,unlinked
MAGsDB_PBYB01,MarDB_Pseudomonas_sp_MT5,0,1.171197672,0.489086732,unlinked
MAGsDB_NHCB01,MAGsDB_DFRK01,0,1.897542227,0.622260421,unlinked
MAGsDB_PADF01,MarDB_Prochlorococcus_sp_AG-418-K17,0,3.333280597,0.80861244,unlinked
MAGsDB_NZEC01,MAGsDB_DEAT01,0,2.077645775,0.812731768,unlinked
MarDB_Prochlorococcus_sp_AG-418-I20,MAGsDB_NYVR01,0,2.764591227,0.65550482,unlinked
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin12,MAGsDB_DLRJ01,0,2.625215227,0.658064516,unlinked
MAGsDB_PBKS01,MAGsDB_PBYI01,0,1.893362227,0.698539177,unlinked
MAGsDB_TARA_PSE_MAG_00068,MAGsDB_PBOA01,0,2.314956814,0.656938326,unlinked
MAGsDB_PBEC01,MarDB_GCF_003576595.1_ASM357659v1,0,2.483229094,0.642886598,unlinked
MarDB_Prochlorococcus_sp_AG-402-B05,MAGsDB_PAQG01,0,2.496677627,0.677635248,unlinked
MarDB_Prochlorococcus_sp_AG-321-D23,MAGsDB_PABC01,0,2.795921803,0.718768502,unlinked
MAGsDB_NZPK01,MAGsDB_NZXW01,0,2.540194127,0.641421393,unlinked
MAGsDB_DBTA01,MarDB_Candidatus_Pelagibacter_ubique_HIMB058,0,2.870531067,0.643629808,unlinked
MAGsDB_NHEU01,MAGsDB_NZOF01,0,2.031877944,0.590031432,unlinked
MAGsDB_DEWY01,MAGsDB_DAPT01,0,2.697860527,0.79771615,unlinked
MAGsDB_DDEF01,MarDB_Prochlorococcus_marinus_MIT_1342,0,2.649018508,0.662092624,unlinked
MAGsDB_PATC01,MarDB_SAR116_cluster_bacterium_MED-G06,0,2.424216027,0.829557713,unlinked
MAGsDB_TARA_PSW_MAG_00011,MarDB_Pseudoalteromonas_sp_13_15,0,1.217131349,0.551781971,unlinked
MAGsDB_DCWS01,MarRef_Prochlorococcus_marinus_str_MIT_9303,0,1.932177254,0.637463496,unlinked
MAGsDB_DIIG01,MarDB_GCA_003331605.1_ASM333160v1,0,2.567761814,0.677192982,unlinked
MAGsDB_TARA_MED_MAG_00126,MarDB_Pelagibacteraceae_bacterium_AG-337-G06,0,2.324252127,0.67402096,unlinked
MAGsDB_TARA_PON_MAG_00039,MAGsDB_PCAK01,0,1.852679304,0.620332883,unlinked
MAGsDB_TARA_ION_MAG_00005,MarRef_Candidatus_Thioglobus_singularis_PS1,0,1.157008347,0.574684575,unlinked
MAGsDB_PAQU01,MAGsDB_TARA_ANE_MAG_00043,0,2.512904153,0.655811342,unlinked
MAGsDB_DKGH01,MAGsDB_PAYI01,0,2.413500433,0.618041237,unlinked
MAGsDB_TARA_ANW_MAG_00001,MarDB_Synechococcus_sp_RS9916,0,2.378188227,0.613053613,unlinked
MarDB_Prochlorococcus_sp_AG-388-E21,MAGsDB_TARA_RED_MAG_00061,0,2.756136482,0.655870445,unlinked
MAGsDB_PBNM01,MAGsDB_NZEC01,0,2.122921317,0.796503497,unlinked
MarDB_Vibrio_sp_10N_286_48_B8,MAGsDB_TARA_MED_MAG_00027,0,2.214032859,0.723232323,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-349-O05,MAGsDB_TARA_PSE_MAG_00011,0,2.345836404,0.582054309,unlinked
MAGsDB_TARA_IOS_MAG_00005,MarDB_GCA_003539805.1_ASM353980v1,0,2.283984454,0.635373639,unlinked
MarDB_Vibrio_caribbenthicus_ATCC_BAA2122,MarDB_marine_actinobacterium_MedAcidiG1,0,2.330642527,0.722380613,unlinked
MAGsDB_PAHB01,MarDB_Nitrosopumilus_sp_Nsub,0,2.004257996,0.835630965,unlinked
MarRef_Synechococcus_sp_KORDI-49,MAGsDB_PBIY01,0,2.485738983,0.693656524,unlinked
MarDB_Pseudoalteromonas_lipolytica_strain_CSB02KR,MarDB_Pelagibacteraceae_bacterium_AG-390-O04,0,2.335478233,0.694815397,unlinked
MarRef_Halomonas_sp_SF2003_MMP08773154,MarDB_Colwellia_polaris_MCCC1C00015,0,0.803124608,0.432897454,unlinked
MAGsDB_PBUF01,MAGsDB_PBEB01,0,2.255737327,0.658430863,unlinked
MAGsDB_TARA_MED_MAG_00055,MarDB_Prochlorococcus_sp_AG-363-N20,0,2.278449545,0.680072029,unlinked
MAGsDB_TARA_RED_MAG_00053,MarDB_Idiomarina_baltica,0,2.431165271,0.748267898,unlinked
MAGsDB_TARA_MED_MAG_00066,MAGsDB_DAZU01,0,2.738136984,0.803349876,unlinked
MAGsDB_TARA_ANE_MAG_00001,MarDB_Prochlorococcus_sp_AG-363-O06,0,2.602400714,0.680896478,unlinked
MarDB_GCF_003788635.1_ASM378863v1,MAGsDB_TARA_IOS_MAG_00004,0,2.01465266,0.549454829,unlinked
MarDB_Thalassobium_sp_strain_NORP79,MarDB_Rhodobacteraceae_bacterium_MED-G08,0,2.491868097,0.611153263,unlinked
MAGsDB_DCXP01,MAGsDB_TARA_RED_MAG_00034,0,1.941401944,0.528162512,unlinked
MAGsDB_PAIS01,MAGsDB_DENU01,0,2.944074774,0.697459584,unlinked
MAGsDB_DBNJ01,MAGsDB_NYVM01,0,1.938275143,0.61970684,unlinked
MAGsDB_TARA_PSE_MAG_00023,MAGsDB_PAUB01,0,1.687360404,0.575718016,unlinked
MAGsDB_TARA_MED_MAG_00039,MarDB_Prochlorococcus_sp_AG-311-J23,0,2.962001027,0.675458716,unlinked
MAGsDB_PACX01,MAGsDB_DFMJ01,0,3.13856125,0.624142661,unlinked
MarDB_Microbacteriaceae_bacterium_strain_strain_Alg239_V181,MAGsDB_PBSW01,0,2.374570357,0.804060018,unlinked
MAGsDB_PBHZ01,MAGsDB_PBWW01,0,2.229515854,0.649799197,unlinked
MAGsDB_TARA_MED_MAG_00002,MAGsDB_PBWV01,0,2.023473271,0.535714286,unlinked
MarDB_alpha_proteobacterium_SCGC_AAA536-G10,MAGsDB_DHXB01,0,1.556776504,0.584962406,unlinked
MarRef_Prochlorococcus_marinus_bv_HNLC1,MAGsDB_DIIC01,0,2.835878367,0.643032989,unlinked
MAGsDB_PAMZ01,MarRef_Zunongwangia_profunda_SM-A87,0,2.413921127,0.583056478,unlinked
MAGsDB_TARA_MED_MAG_00094,MarDB_Oceanicaulis_sp_HTCC2633,0,2.678061214,0.636183885,unlinked
MAGsDB_NZGC01,MAGsDB_TARA_PSW_MAG_00057,0,2.764438658,0.810289389,unlinked
MAGsDB_TARA_ANE_MAG_00033,MAGsDB_DDIH01,0,2.78685364,0.69047619,unlinked
MAGsDB_PBKU01,MarRef_Synechococcus_sp_CC9311,0,2.240118227,0.642497904,unlinked
MAGsDB_NZGH01,MAGsDB_TARA_ANE_MAG_00035,0,1.527728554,0.572033898,unlinked
ProGenomes_575788_PRJEA32815,MAGsDB_PASP01,0,2.122402535,0.593811075,unlinked
MAGsDB_PAIS01,MAGsDB_TARA_MED_MAG_00015,0,2.183002227,0.612396333,unlinked
MarDB_Roseivirga_spongicola_UST030701-084,MAGsDB_PBTP01,0,2.293462827,0.593190746,unlinked
MAGsDB_TARA_RED_MAG_00021,MAGsDB_NZPQ01,0,2.483477344,0.827376939,unlinked
MAGsDB_NYVM01,MAGsDB_TARA_ANE_MAG_00029,0,2.396535308,0.647651007,unlinked
MAGsDB_TARA_PSE_MAG_00041,MarDB_GCF_900474295.1_UW140,0,2.6121106,0.67494824,unlinked
MarDB_Prochlorococcus_sp_AG-388-F11,MAGsDB_PBRZ01,0,2.386048727,0.68691796,unlinked
MarDB_Prochlorococcus_marinus_GP2,MAGsDB_PBFB01,0,3.108342814,0.663280853,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-390-L03,MarDB_Rhodobacteraceae_bacterium_REDSEA-S34_B6,0,2.366363942,0.516046867,unlinked
MarDB_GCA_003529565.1_ASM352956v1,MAGsDB_TARA_PSW_MAG_00060,0,2.206876615,0.630755064,unlinked
MAGsDB_PAQM01,MAGsDB_PBHR01,0,2.823594027,0.761561562,unlinked
MarRef_Gramella_flava_JLT2011,MarDB_Candidatus_Pelagibacter_ubique_SCGC_AAA795-D22,0,3.214497037,0.692905734,unlinked
MAGsDB_PAZL01,MAGsDB_DDEI01,0,1.018352227,0.401978973,unlinked
MarDB_Oceanicola_sp_22II-s11g,MAGsDB_TARA_PSW_MAG_00054,0,3.034914354,0.712394705,unlinked
MAGsDB_NYSL01,MAGsDB_PBGH01,0,3.408137027,0.766816143,unlinked
MAGsDB_DIIC01,MarDB_Psychrobacter_sp_TB15,0,1.000628047,0.55222565,unlinked
MarRef_Prochlorococcus_marinus_AS9601,MarDB_Pseudomonas_oleovorans_MGY01,0,2.852752993,0.696979539,unlinked
MarDB_Methylophilales_bacterium_HTCC2181,MAGsDB_PARG01,0,2.228876654,0.626593807,unlinked
MAGsDB_DLRN01,MAGsDB_NYVZ01,0,1.363642227,0.586717892,unlinked
MAGsDB_DBHP01,MAGsDB_NZUQ01,0,1.970193169,0.655919395,unlinked
MAGsDB_NZKE01,MAGsDB_PAIY01,0,2.297192469,0.717813765,unlinked
MarDB_Candidatus_Thioglobus_sp_REDSEA-S12_B1,MarDB_Candidatus_Pelagibacter_ubique_SCGC_AAA795-D22,0,2.449882237,0.56998739,unlinked
MAGsDB_DJIP01,MAGsDB_NZED01,0,2.441761454,0.680821918,unlinked
MAGsDB_DDFN01,MarDB_Prochlorococcus_sp_AG-347-L21,0,3.159383624,0.671184739,unlinked
MAGsDB_DDFN01,MAGsDB_DBHK01,0,2.508457624,0.635574837,unlinked
MarDB_Prochlorococcus_sp_AG-402-O16,MarDB_Prochlorococcus_sp_AG-347-I06,0,0.033672227,0.140014738,unlinked
MAGsDB_TARA_ION_MAG_00011,MarRef_Euzebyella_marina,0,2.61288652,0.661964981,unlinked
MarDB_Pseudoalteromonas_sp_SCSIO_11900,MarRef_Pseudomonas_sp_MT-1,0,0.848483421,0.429674387,unlinked
MAGsDB_TARA_ASW_MAG_00018,MAGsDB_PBWW01,0,2.45615942,0.810364465,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-345-F21,MAGsDB_NZTV01,0,2.813172167,0.722279793,unlinked
MAGsDB_TARA_PSE_MAG_00041,MAGsDB_DGPT01,0,3.017372014,0.685553854,unlinked
MAGsDB_TARA_ANE_MAG_00054,MarDB_Hyphomonas_sp_CY54-11-8,0,2.779653124,0.70441989,unlinked
MAGsDB_TARA_MED_MAG_00024,MAGsDB_DKQR01,0,2.213433446,0.680911681,unlinked
MAGsDB_DDDN01,MarDB_Acidimicrobiales_bacterium_AG-414-N20,0,2.65376361,0.645256917,unlinked
MAGsDB_TARA_MED_MAG_00095,MarDB_Pelagibacteraceae_bacterium_AG-426-G02,0,3.127147854,0.789164491,unlinked
MAGsDB_DAMU01,MAGsDB_PBGL02,0,1.163781471,0.354596623,unlinked
MAGsDB_TARA_PSW_MAG_00023,MAGsDB_DFRF01,0,2.323646094,0.659044508,unlinked
MAGsDB_TARA_PSE_MAG_00053,MAGsDB_TARA_RED_MAG_00011,0,2.45515219,0.681532004,unlinked
MarDB_GCA_003331305.1_ASM333130v1,MAGsDB_DHXB01,0,3.000348077,0.638418079,unlinked
MAGsDB_DEAI01,MAGsDB_DHXB01,0,2.517746504,0.667219458,unlinked
MAGsDB_DGPN01,MarDB_Glaciecola_mesophila_KMM_241,0,2.649916497,0.671816127,unlinked
MAGsDB_TARA_MED_MAG_00076,MAGsDB_NZJW01,0,2.132920684,0.608135593,unlinked
MarDB_Erythrobacter_sp_EhN03,MAGsDB_PAQF01,0,2.473391502,0.628046344,unlinked
MAGsDB_DIHT01,MarDB_Pelagibacteraceae_bacterium_AG-414-M23,0,2.678687657,0.661199385,unlinked
MarDB_Nocardioides_sp_REDSEA-S43_B3,MAGsDB_PBPL01,0,1.684577905,0.624807988,unlinked
MAGsDB_NZSA01,MAGsDB_NZNV01,0,2.448002727,0.640988893,unlinked
MAGsDB_TARA_PSW_MAG_00100,MAGsDB_TARA_ANW_MAG_00031,0,2.96262068,0.699342826,unlinked
MarDB_Colwellia_aestuarii_CGMCC1_6965,MarDB_GCF_003814515.1_ASM381451v1,0,1.796275014,0.66137931,unlinked
MarDB_Synechococcus_sp_AG-679-B05,MAGsDB_DLRY01,0,2.261093188,0.656456173,unlinked
MAGsDB_PBAS01,MarDB_Candidatus_Pelagibacter_HTCC1002,0,2.619749213,0.641462193,unlinked
MAGsDB_TARA_PSW_MAG_00012,MarDB_Pseudoalteromonas_sp_H71,0,2.501070617,0.605644845,unlinked
MAGsDB_PAHT02,MAGsDB_DBTD01,0,2.328198377,0.576047904,unlinked
MAGsDB_PBKS01,MAGsDB_PAQR01,0,2.457948384,0.746930693,unlinked
MAGsDB_TARA_PSE_MAG_00053,MAGsDB_PABA01,0,2.301560124,0.692739671,unlinked
MAGsDB_TARA_ION_MAG_00023,MarDB_Oceanicaulis_sp_HTCC2633,0,2.252384414,0.532512505,unlinked
MAGsDB_PAPS01,MAGsDB_PASN01,0,2.351062227,0.583502024,unlinked
MAGsDB_TARA_ION_MAG_00047,MAGsDB_NYZE01,0,2.294809914,0.639143731,unlinked
MAGsDB_NHCT01,MAGsDB_NYVZ01,0,2.567499327,0.65786385,unlinked
MAGsDB_TARA_ASW_MAG_00002,MAGsDB_DAFJ01,0,2.482383192,0.812474521,unlinked
MarRef_Prochlorococcus_marinus_str_MIT_9303,MAGsDB_PAAF01,0,2.40950158,0.663,unlinked
MAGsDB_TARA_ANW_MAG_00004,MAGsDB_DFOS01,0,1.366292227,0.570840951,unlinked
MarDB_Prochlorococcus_sp_scB243_495K23,MAGsDB_NZOB01,0,3.438282146,0.693105552,unlinked
MarDB_Prochlorococcus_sp_AG-402-N08,MAGsDB_PATA01,0,3.349360427,0.650196519,unlinked
MarRef_Idiomarina_loihiensis_L2TR,MarDB_GCF_003576595.1_ASM357659v1,0,1.259139469,0.509870919,unlinked
MarDB_Prochlorococcus_sp_AG-402-G06,MAGsDB_DKOK01,0,3.084983524,0.688992429,unlinked
MarDB_Prochlorococcus_sp_AG-388-A01,MarDB_Prochlorococcus_sp_AG-402-K10,0,0.098402227,0.176514032,unlinked
MAGsDB_DBHP01,MAGsDB_PATC01,0,2.759374129,0.787692308,unlinked
MAGsDB_PAXU01,MAGsDB_PBKG01,0,2.125752227,0.616646166,unlinked
MAGsDB_DEAT01,MarRef_alpha_proteobacterium_HIMB5,0,2.573748935,0.606128134,unlinked
MAGsDB_TARA_RED_MAG_00025,MAGsDB_DCPZ01,0,2.981514414,0.649568309,unlinked
MAGsDB_TARA_RED_MAG_00055,MarDB_SAR116_cluster_bacterium_AG-426-I14,0,2.600319224,0.815336463,unlinked
MAGsDB_DKAC01,MAGsDB_DBHQ01,0,2.293833311,0.681531342,unlinked
MAGsDB_PBRP01,MAGsDB_PBAR01,0,2.317932303,0.655285891,unlinked
MAGsDB_PBPC01,MAGsDB_PACG01,0,1.592588465,0.648981525,unlinked
MAGsDB_NZOB01,MAGsDB_PBOV01,0,2.843197227,0.713383113,unlinked
MAGsDB_NZMK01,MAGsDB_DEAI01,0,2.370155014,0.712244898,unlinked
MAGsDB_DGCG01,MAGsDB_DEZT01,0,2.143475184,0.698552771,unlinked
MarDB_Prochlorococcus_marinus_SB,MAGsDB_TARA_MED_MAG_00094,0,2.862010144,0.658452722,unlinked
MAGsDB_DKPX01,MAGsDB_DBBQ01,0,2.277672227,0.644934804,unlinked
MarDB_Prochlorococcus_sp_AG-363-P06,MAGsDB_TARA_PSE_MAG_00095,0,3.047755314,0.684082031,unlinked
MAGsDB_PBMY01,MAGsDB_DEYU01,0,2.457545543,0.643129771,unlinked
MarDB_Salegentibacter_mishustinae_strain_DSM_23404_1,MAGsDB_PBTH01,0,3.071866347,0.794920939,unlinked
MAGsDB_TARA_MED_MAG_00131,MAGsDB_PBDJ01,0,0.564815937,0.441710603,unlinked
MAGsDB_PAKE01,MAGsDB_PAAX01,0,1.284462227,0.635084428,unlinked
MAGsDB_PANZ01,MAGsDB_TARA_PSW_MAG_00071,0,2.187571687,0.684059359,unlinked
MarDB_Colwellia_aestuarii_CGMCC1_6965,MAGsDB_DALZ01,0,2.543651727,0.835632184,unlinked
MAGsDB_NZZH01,MarDB_Oceanobacter_sp_strain_NORP38,0,2.779183127,0.716488223,unlinked
MAGsDB_NHEU01,MarDB_Spongiibacter_tropicus,0,2.098031328,0.609308284,unlinked
MarDB_Maribacter_sp_SDRB-Phe2,MAGsDB_TARA_PSW_MAG_00067,0,0.936447114,0.53414406,unlinked
MAGsDB_NYVG01,MAGsDB_DGPN01,0,2.955995207,0.616519174,unlinked
MarDB_Prochlorococcus_sp_AG-347-C10,MarDB_Prochlorococcus_sp_AG-388-A01,0,0.067330714,0.286253776,unlinked
MarDB_GCA_003331425.1_ASM333142v1,MarDB_Prochlorococcus_sp_AG-347-I21,0,2.937132016,0.778781038,unlinked
MAGsDB_PAZJ01,MAGsDB_PBOV01,0,2.143521327,0.656925774,unlinked
MarDB_Prochlorococcus_sp_AG-363-C02,MAGsDB_NZUK01,0,2.975148627,0.685534591,unlinked
MarDB_Synechococcus_sp_AG-670-A05,MAGsDB_PASP01,0,2.356570027,0.657883369,unlinked
MarDB_Prochlorococcus_sp_AG-402-A04,MAGsDB_PBOO01,0,3.029707615,0.683818971,unlinked
MAGsDB_TARA_RED_MAG_00044,MarDB_Candidatus_Pelagibacter_ubique_HTCC8051,0,3.076641894,0.690863579,unlinked
MAGsDB_PAUH01,MAGsDB_DDIN01,0,2.984527667,0.808707124,unlinked
MAGsDB_NYXD01,MAGsDB_PAQX01,0,2.440442303,0.705912334,unlinked
MAGsDB_NZQZ01,MarDB_Prochlorococcus_sp_AG-676-L21,0,2.968732157,0.713492063,unlinked
MAGsDB_DDZT01,MAGsDB_TARA_IOS_MAG_00017,0,2.905176825,0.632466281,unlinked
MAGsDB_PBAE01,MarDB_Pacificimonas_flava_JLT2012,0,2.22087237,0.619891679,unlinked
MarDB_Prochlorococcus_sp_AG-402-I21,MarDB_Prochlorococcus_sp_AG-347-O22,0,0.664122227,0.245014245,unlinked
MarDB_Candidatus_Pelagibacter_ubique_SCGC_AAA795-F16,MAGsDB_DKAI01,0,2.173261913,0.68125,unlinked
MAGsDB_NZXX01,MarDB_Pelagibacteraceae_bacterium_AG-414-E02,0,2.30201746,0.731385108,unlinked
MAGsDB_DAZE01,MarDB_Synechococcus_sp_WH_8109,0,2.913663202,0.791645441,unlinked
MAGsDB_TARA_RED_MAG_00109,MAGsDB_PAFS01,0,1.908417701,0.529219261,unlinked
MarDB_Idiomarina_zobellii,MAGsDB_PBKH01,0,2.111416055,0.637201508,unlinked
MAGsDB_PAMZ01,MarDB_OM182_bacterium_MED-G28,0,1.980842227,0.641385357,unlinked
MAGsDB_TARA_PSE_MAG_00001,MarDB_Colwellia_aestuarii_CGMCC1_6965,0,1.959228827,0.585719464,unlinked
MAGsDB_PAHD01,MarDB_Williamsia_marianensis_strain_DSM_44944,0,2.274103514,0.700950021,unlinked
MAGsDB_TARA_RED_MAG_00034,MarDB_OM182_bacterium_MED-G28,0,1.949991944,0.567605634,unlinked
MarDB_Prochlorococcus_marinus_SB,MAGsDB_PAHZ01,0,3.383678157,0.680381634,unlinked
MAGsDB_DJYW01,MAGsDB_PBYU01,0,0.815852227,0.461504228,unlinked
MAGsDB_DEAY01,MAGsDB_DBAN01,0,0.513799249,0.465393795,unlinked
MAGsDB_NZHK01,MAGsDB_DAKS01,0,2.838768027,0.741758242,unlinked
MAGsDB_PAFF01,MarDB_Marinomonas_sp_Cmf_18.22,0,2.255842227,0.743380062,unlinked
MarDB_Pelagibacteraceae_bacterium_AG-410-B18,MAGsDB_PAOV01,0,2.858603827,0.685248131,unlinked
ProGenomes_1235558_PRJNA175917,MarDB_Prochlorococcus_sp_AG-355-N16,0,2.851104727,0.689843217,unlinked
MAGsDB_TARA_MED_MAG_00035,MarDB_Candidatus_Pelagibacter_ubique_HIMB083,0,3.158670624,0.636578171,unlinked
MarDB_marine_gamma_proteobacterium_HTCC2143,MAGsDB_PBKH01,0,1.993782227,0.621193666,unlinked
MAGsDB_TARA_PSE_MAG_00089,MarDB_GCF_003730275.1_ASM373027v1,0,2.920214309,0.620396601,unlinked
MAGsDB_DATW01,MAGsDB_TARA_PON_MAG_00039,0,2.763466819,0.805038335,unlinked
MAGsDB_NYXD01,MarDB_marine_gamma_proteobacterium_HTCC2080,0,2.651492227,0.685854529,unlinked
MAGsDB_DBTD01,MarRef_Candidatus_Thioglobus_singularis_PS1,0,1.13131184,0.561888558,unlinked
MAGsDB_NYSO01,MAGsDB_TARA_ION_MAG_00066,0.831113696,3.239147194,0.940731707,positive assoc.
MAGsDB_PAVY01,MAGsDB_TARA_ION_MAG_00044,0.701311458,2.83931808,0.860374919,positive assoc.
MAGsDB_NHGT01,MAGsDB_TARA_ION_MAG_00045,0.628377147,2.5041713,0.703629032,positive assoc.
MAGsDB_NHGT01,MAGsDB_TARA_ION_MAG_00043,0.594267003,1.04370572,0.531746032,positive assoc.
MAGsDB_DLRY01,MAGsDB_TARA_ION_MAG_00056,0.864802652,0.166866267,0.342627014,positive assoc.
MAGsDB_NHGT01,MAGsDB_TARA_IOS_MAG_00016,0.792160324,1.4628109,0.541757444,positive assoc.
MAGsDB_NZFP01,MAGsDB_TARA_IOS_MAG_00012,0.587519953,0.269631114,0.214341387,positive assoc.
MAGsDB_TARA_ION_MAG_00023,MAGsDB_TARA_ION_MAG_00066,0.759420395,2.68703388,0.921093149,positive assoc.
MAGsDB_PBIQ01,MAGsDB_TARA_IOS_MAG_00011,0.966078355,0.805819677,0.441155235,positive assoc.
MAGsDB_PAML01,MAGsDB_TARA_IOS_MAG_00012,0.800655246,0.3214406,0.469502408,positive assoc.
MAGsDB_PBVS01,MAGsDB_TARA_IOS_MAG_00015,0.712276065,1.731179797,0.57337884,positive assoc.
MAGsDB_PBCY01,MAGsDB_TARA_IOS_MAG_00012,0.877564013,1.178631114,0.385307346,positive assoc.
